ticker,alias,nome_do_ativo,categoria
CNH/CZK,CNHCZK,Chinese Yuan vs Czech Koruna,Outros
CNH/HKD,CNHHKD,Chinese Yuan vs Hong Kong Dollar,Outros
CNH/HUF,CNHHUF,Chinese Yuan vs Hungarian Forint,Outros
CNH/JPY,CNHJPY,Chinese Yuan vs Yen,Outros
CNH/MXN,CNHMXN,Chinese Yuan vs Mexican Peso,Outros
CNH/THB,CNHTHB,Chinese Yuan vs Thai Baht,Outros
CNH/TRY,CNHTRY,Chinese Yuan vs Turkish Lira,Outros
CNH/ZAR,CNHZAR,Chinese Yuan vs Rand,Outros
COCOA.CMD/USD,COCOA,US Cocoa,Outros
COF.US/USD,COF,COFFEE.CMD/USX,Outros
Coffee Arabica,COFFEE ARABICA,COLD.US/USD,Outros
AMERICOLD REALTY TRUST,AMERICOLD REALTY TRUST,COLOB.DK/DKK,Outros
Coloplast A/S,COLOPLAST AS,CON.DE/EUR,Outros
Continental AG,CONTINENTAL AG,COO.US/USD,Outros
COOPER COS INC/THE,COOPER COS INCTHE,COP.US/USD,Outros
CONOCOPHILLIPS,CONOCOPHILLIPS,COPPER.CMD/USD,Outros
High Grade Copper,HIGH GRADE COPPER,COST.US/USD,Outros
COSTCO WHOLESALE CORP,COSTCO WHOLESALE CORP,COTTON.CMD/USX,Outros
Cotton,COTTON,COV.DE/EUR,Outros
Covestro AG,COVESTRO AG,CPG.GB/GBX,Outros
Compass Group PLC,COMPASS GROUP PLC,CPI.GB/GBX,Outros
Capita PLC,CAPITA PLC,CPR.IT/EUR,Outros
Davide Campari-Milano Spa,DAVIDE CAMPARI-MILANO SPA,CPRI.US/USD,Outros
CAPRI HOLDINGS LTD,CAPRI HOLDINGS LTD,CPRT.US/USD,Outros
COPART INC,COPART INC,CPT.US/USD,Outros
CAMDEN PROPERTY TRUST,CAMDEN PROPERTY TRUST,CRDA.GB/GBX,Outros
Croda International PLC,CRODA INTERNATIONAL PLC,CRH.GB/GBX,Outros
CRH PLC,CRH PLC,CRL.US/USD,Outros
CHARLES RIVER LABORATORIES,CHARLES RIVER LABORATORIES,CRM.US/USD,Outros
SALESFORCE.COM INC,SALESFORCE,CS.FR/EUR,Outros
AXA SA,AXA SA,CSCO.US/USD,Outros
CISCO SYSTEMS INC,CISCO SYSTEMS INC,CSGP.US/USD,Outros
COSTAR GROUP INC,COSTAR GROUP INC,CSH2.FR/EUR,Outros
EUR Deposit Interest Rates vs Euro,EUR DEPOSIT INTEREST RATES VS EURO,CSH2.GB/GBX,Outros
GBP Deposit Interest Rates vs,GBP DEPOSIT INTEREST RATES VS,CSL.US/USD,Outros
CARLISLE COS INC,CARLISLE COS INC,CSX.US/USD,Outros
CSX CORP,CSX CORP,CTL.US/USD,Outros
CENTURYLINK INC,CENTURYLINK INC,CTLT.US/USD,Outros
CTSH.US/USD,CTSH,COGNIZANT TECH SOLUTIONS-A,Outros
CTVA.US/USD,CTVA,CORTEVA INC,Outros
CUBE.US/USD,CUBE,CUBESMART,Outros
CVNA.US/USD,CVNA,CARVANA CO,Outros
CVS.US/USD,CVS,CVS HEALTH CORP,Outros
CVX.US/USD,CVX,CHEVRON CORP,Outros
CYSE.GB/GBX,CYSE,WisdomTree Cybersecurity UCITS ETF USD,Outros
CZK/HUF,CZKHUF,Czech Koruna vs Hungarian Forint,Outros
CZK/JPY,CZKJPY,Czech Koruna vs Yen,Outros
CZK/THB,CZKTHB,Czech Koruna vs Thai Baht,Outros
CZK/TRY,CZKTRY,Czech Koruna vs Turkish Lira,Outros
CZR.US/USD,CZR,CAESARS ENTERTAINMENT INC,Outros
D.US/USD,D,DOMINION RESOURCES INC/VA,Outros
DAI.DE/EUR,DAI,Daimler AG,Outros
DAL.US/USD,DAL,DELTA AIR LINES INC,Outros
DAN.IT/EUR,DAN,Danieli & C. Officine Meccaniche S.p.A.,Outros
DANSKE.DK/DKK,DANSKE,Danske Bank A/S,Outros
DB1.DE/EUR,DB1,Deutsche Boerse AG,Outros
DBK.DE/EUR,DBK,Deutsche Bank AG,Outros
DBX.US/USD,DBX,DROPBOX INC-CLASS A,Outros
DCC.GB/GBX,DCC,DCC PLC,Outros
DE.US/USD,DE,DEERE & CO,Outros
DELL.US/USD,DELL,DELL TECHNOLOGIES -C,Outros
DEU.IDX/EUR,DEU,Germany 40 Index,Outros
DFNG.GB/GBP,DFNG,VanECK Defense,Outros
DFS.US/USD,DFS,DG.FR/EUR,Outros
Vinci SA,VINCI SA,DG.US/USD,Outros
DOLLAR GENERAL CORP,DOLLAR GENERAL CORP,DGE.GB/GBX,Outros
Diageo PLC,DIAGEO PLC,DHI.US/USD,Outros
DR HORTON INC,DR HORTON INC,DHR.DE/EUR,Outros
Delivery Hero AG,DELIVERY HERO AG,DHR.US/USD,Outros
DANAHER CORP,DANAHER CORP,DIA.IT/EUR,Outros
Diasorin Spa,DIASORIN SPA,DIA.US/USD,Outros
SPDR Dow Jones Industrial Average ETF,SPDR DOW JONES INDUSTRIAL AVERAGE ETF,DIESEL.CMD/USD,Outros
Gasoil,GASOIL,DIS.US/USD,Outros
WALT DISNEY CO/THE,WALT DISNEY COTHE,DKK/AED,Outros
Danish Krone vs UAE Dirham,DANISH KRONE VS UAE DIRHAM,DKK/CNH,Outros
Danish Krone vs Chinese Yuan,DANISH KRONE VS CHINESE YUAN,DKK/CZK,Outros
Danish Krone vs Czech Koruna,DANISH KRONE VS CZECH KORUNA,DKK/HKD,Outros
Danish Krone vs Hong Kong Dollar,DANISH KRONE VS HONG KONG DOLLAR,DKK/HUF,Outros
Danish Krone vs Hungarian Forint,DANISH KRONE VS HUNGARIAN FORINT,DKK/ILS,Outros
Danish Krone vs Israeli Shekel,DANISH KRONE VS ISRAELI SHEKEL,DKK/JPY,Outros
Danish Krone vs Yen,DANISH KRONE VS YEN,DKK/MXN,Outros
Danish Krone vs Mexican Peso,DANISH KRONE VS MEXICAN PESO,DKK/RON,Outros
Danish Krone vs Romanian Leu,DANISH KRONE VS ROMANIAN LEU,DKK/SAR,Outros
Danish Krone vs Saudi Riyal,DANISH KRONE VS SAUDI RIYAL,DKK/THB,Outros
Danish Krone vs Thai Baht,DANISH KRONE VS THAI BAHT,DKK/TRY,Outros
Danish Krone vs Turkish Lira,DANISH KRONE VS TURKISH LIRA,DKK/ZAR,Outros
Danish Krone vs Rand,DANISH KRONE VS RAND,DKS.US/USD,Outros
DICK'S SPORTING GOODS INC,DICK'S SPORTING GOODS INC,DLR.US/USD,Outros
DIGITAL REALTY TRUST INC,DIGITAL REALTY TRUST INC,DLTR.US/USD,Outros
DOLLAR TREE INC,DOLLAR TREE INC,DOCU.US/USD,Outros
DOCUSIGN INC,DOCUSIGN INC,DOLLAR.IDX/USD,Outros
US Dollar Index,US DOLLAR INDEX,DOX.US/USD,Outros
AMDOCS LTD,AMDOCS LTD,DPW.DE/EUR,Outros
DHL Group,DHL GROUP,DPZ.US/USD,Outros
DOMINO'S PIZZA INC,DOMINO'S PIZZA INC,DSB.FR/EUR,Outros
LYXOR ETF Daily X2 Short Bund,LYXOR ETF DAILY X2 SHORT BUND,DSH/USD,Outros
Dashcoin vs US Dollar,DASHCOIN VS US DOLLAR,DSM.NL/EUR,Outros
Koninklijke DSM NV,KONINKLIJKE DSM NV,DSY.FR/EUR,Outros
DASSAULT SYSTEMES SE,DASSAULT SYSTEMES SE,DT.US/USD,Outros
DYNATRACE INC,DYNATRACE INC,DTE.DE/EUR,Outros
Deutsche Telekom AG,DEUTSCHE TELEKOM AG,DUK.US/USD,Outros
DUKE ENERGY CORP,DUKE ENERGY CORP,DVA.US/USD,Outros
DAVITA HEALTHCARE PARTNERS I,DAVITA HEALTHCARE PARTNERS I,DVN.US/USD,Outros
DEVON ENERGY CORP,DEVON ENERGY CORP,DVY.US/USD,Outros
iShares Select Dividend ETF,ISHARES SELECT DIVIDEND ETF,DXC.US/USD,Outros
DXC TECHNOLOGY CO,DXC TECHNOLOGY CO,DXCM.US/USD,Outros
DEXCOM INC,DEXCOM INC,EA.US/USD,Outros
ELECTRONIC ARTS INC,ELECTRONIC ARTS INC,EBAY.US/USD,Outros
EBAY INC,EBAY INC,EBR.ES/EUR,Outros
Ebro Foods SA,EBRO FOODS SA,EBS.AT/EUR,Outros
Erste Group Bank AG,ERSTE GROUP BANK AG,ECAR.GB/USD,Outros
iShares Electric Vehicles and Driving Technology UCITS ETF,ISHARES ELECTRIC VEHICLES AND DRIVING TECHNOLOGY UCITS ETF,ECM.GB/GBX,Outros
ELECTROCOMPONENTS PLC,ELECTROCOMPONENTS PLC,EDP.PT/EUR,Outros
EDP - Energias de Portugal SA,EDP - ENERGIAS DE PORTUGAL SA,EEFT.US/USD,Outros
EURONET WORLDWIDE INC,EURONET WORLDWIDE INC,EEM.US/USD,Outros
iShares MSCI Emerging Markets ETF,ISHARES MSCI EMERGING MARKETS ETF,EFA.US/USD,Outros
iShares MSCI EAFE ETF,ISHARES MSCI EAFE ETF,EFX.US/USD,Outros
EQUIFAX INC,EQUIFAX INC,EHC.US/USD,Outros
ENCOMPASS HEALTH CORP,ENCOMPASS HEALTH CORP,EIX.US/USD,Outros
EDISON INTERNATIONAL,EDISON INTERNATIONAL,EL.US/USD,Outros
ESTEE LAUDER COMPANIES-CL A,ESTEE LAUDER COMPANIES-CL A,ELAN.US/USD,Outros
ELANCO ANIMAL HEALTH INC,ELANCO ANIMAL HEALTH INC,ELE.ES/EUR,Outros
Endesa SA,ENDESA SA,ELEKTRA.MX/MXN,Outros
ELI1V.FI/EUR,ELI1V,Elisa OYJ,Outros
ELS.US/USD,ELS,EQUITY LIFESTYLE PROPERTIES,Outros
ELUXB.SE/SEK,ELUXB,Electrolux AB,Outros
EMB.US/USD,EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,Outros
EMR.US/USD,EMR,EMERSON ELECTRIC CO,Outros
EN.FR/EUR,EN,Bouygues SA,Outros
ENEL.IT/EUR,ENEL,Enel SpA,Outros
ENG.ES/EUR,ENG,Enagas SA,Outros
ENGI.FR/EUR,ENGI,Engie,Outros
ENI.IT/EUR,ENI,ENI Spa,Outros
ENJ/USD,ENJUSD,Enjin vs US Dollar,Outros
ENPH.US/USD,ENPH,ENPHASE ENERGY INC,Outros
ENTG.US/USD,ENTG,ENTEGRIS INC,Outros
EOAN.DE/EUR,EOAN,E.ON SE,Outros
EOG.US/USD,EOG,EOG RESOURCES INC,Outros
EPAM.US/USD,EPAM,EPAM SYSTEMS INC,Outros
EQH.US/USD,EQH,EQUITABLE HOLDINGS INC,Outros
EQT.US/USD,EQT,EQT CORP,Outros
ERG.IT/EUR,ERG,ERG Spa,Outros
ERICB.SE/SEK,ERICB,Telefonaktiebolaget LM Ericsson,Outros
ES.US/USD,ES,EVERSOURCE ENERGY,Outros
ESIH.GB/GBP,ESIH,iShares MSCI Europe Health Care Sector UCITS ETF,Outros
ESP.IDX/EUR,ESP,Spain 35 Index,Outros
ESPO.US/USD,ESPO,Vaneck Video Game Esport ETF,Outros
ESS.US/USD,ESS,ESSEX PROPERTY TRUST INC,Outros
ESTC.US/USD,ESTC,ELASTIC NV,Outros
ETH/CHF,ETHCHF,Ether vs Swiss Franc,Outros
ETH/EUR,ETHEUR,Ether vs Euro,Outros
ETH/GBP,ETHGBP,Ether vs Pound Sterling,Outros
ETH/USD,ETHUSD,Ether vs US Dollar,Outros
ETN.US/USD,ETN,EATON CORP PLC,Outros
ETSY.US/USD,ETSY,ETSY INC,Outros
EUR/AED,EURAED,Euro vs UAE Dirham,Outros
EUR/AUD,EURAUD,Euro vs Australian Dollar,Outros
EUR/CAD,EURCAD,Euro vs Canadian Dollar,Outros
EUR/CHF,EURCHF,Euro vs Swiss Franc,Outros
EUR/CNH,EURCNH,Euro vs Chinese Yuan,Outros
EUR/CZK,EURCZK,Euro vs Czech Koruna,Outros
EUR/DKK,EURDKK,Euro vs Danish Krone,Outros
EUR/GBP,EURGBP,Euro vs Pound Sterling,Outros
EUR/HKD,EURHKD,Euro vs Hong Kong Dollar,Outros
EUR/HUF,EURHUF,Euro vs Hungarian Forint,Outros
EUR/ILS,EURILS,Euro vs Israeli Shekel,Outros
EUR/MXN,EURMXN,Euro vs Mexican Peso,Outros
EUR/NOK,EURNOK,Euro vs Norwegian Krone,Outros
EUR/NZD,EURNZD,Euro vs New Zealand Dollar,Outros
EUR/PLN,EURPLN,Euro vs Zloty,Outros
EUR/RON,EURRON,Euro vs Romanian Leu,Outros
EUR/SAR,EURSAR,Euro vs Saudi Riyal,Outros
EUR/SEK,EURSEK,Euro vs Swedish Krona,Outros
EUR/SGD,EURSGD,Euro vs Singapore Dollar,Outros
EUR/THB,EURTHB,Euro vs Thai Baht,Outros
EUR/TRY,EURTRY,Euro vs Turkish Lira,Outros
EUR/ZAR,EURZAR,Euro vs Rand,Outros
EUS.IDX/EUR,EUS,EU Stocks 50 Index,Outros
EVRG.US/USD,EVRG,EVERGY INC,Outros
EW.US/USD,EW,EDWARDS LIFESCIENCES CORP,Outros
EWBC.US/USD,EWBC,EAST WEST BANCORP INC,Outros
EWH.US/USD,EWH,iShares MSCI Hong Kong ETF,Outros
EWJ.US/USD,EWJ,iShares MSCI Japan ETF,Outros
EWW.US/USD,EWW,iShares MSCI Mexico Capped ETF,Outros
EWZ.US/USD,EWZ,iShares MSCI Brazil Capped isin,Outros
EXC.US/USD,EXC,EXELON CORP,Outros
EXEL.US/USD,EXEL,EXELIXIS INC,Outros
EXPE.US/USD,EXPE,EXPEDIA INC,Outros
EXPN.GB/GBX,EXPN,Experian PLC,Outros
EXR.US/USD,EXR,EXTRA SPACE STORAGE INC,Outros
EZJ.GB/GBX,EZJ,easyJet PLC,Outros
EZU.US/USD,EZU,iShares MSCI EMU ETF,Outros
F.US/USD,F,FORD MOTOR CO,Outros
FANG.US/USD,FANG,DIAMONDBACK ENERGY INC,Outros
FB.US/USD,FB,FACEBOOK INC-A / Meta,Outros
FBK.IT/EUR,FBK,FinecoBank Banca Fineco Spa,Outros
FCA.IT/EUR,FCA,Fiat Chrysler Auto NV,Outros
FCNCA.US/USD,FCNCA,FIRST CITIZENS BCSHS -CL A,Outros
FCX.US/USD,FCX,FREEPORT-MCMORAN INC,Outros
FDS.US/USD,FDS,FACTSET RESEARCH SYSTEMS INC,Outros
FDX.US/USD,FDX,FEDEX CORP,Outros
FE.US/USD,FE,FIRSTENERGY CORP,Outros
FEMSAUBD.MX/MXN,FEMSAUBD,Fomento Economico Mexica UBD,Outros
FER.ES/EUR,FER,Ferrovial SA,Outros
FICO.US/USD,FICO,FAIR ISAAC CORP,Outros
FINX.US/USD,FINX,Global X Fintech ETF,Outros
FITB.US/USD,FITB,FIFTH THIRD BANCORP,Outros
FIVE.US/USD,FIVE,FIVE BELOW,Outros
FL.US/USD,FL,FLT.US/USD,Outros
FLEETCOR TECHNOLOGIES INC,FLEETCOR TECHNOLOGIES INC,FME.DE/EUR,Outros
Fresenius Medical Care AG & Co KGaA,FRESENIUS MEDICAL CARE AG & CO KGAA,FND.US/USD,Outros
FLOOR & DECOR HOLDINGS INC-A,FLOOR & DECOR HOLDINGS INC-A,FNF.US/USD,Outros
FIDELITY NATIONAL FINANCIAL,FIDELITY NATIONAL FINANCIAL,FOXA.US/USD,Outros
TWENTY-FIRST CENTURY FOX-A,TWENTY-FIRST CENTURY FOX-A,FP.FR/EUR,Outros
Total SA,TOTAL SA,FR.FR/EUR,Outros
Valeo SA,VALEO SA,FRA.IDX/EUR,Outros
France 40 Index,FRANCE 40 INDEX,FRE.DE/EUR,Outros
Fresenius SE & Co KGaA,FRESENIUS SE & CO KGAA,FRES.GB/GBX,Outros
Fresnillo PLC,FRESNILLO PLC,FTI.US/USD,Outros
FMC TECHNOLOGIES INC,FMC TECHNOLOGIES INC,FTNT.US/USD,Outros
FORTINET INC,FORTINET INC,FTV.US/USD,Outros
FORTIVE CORP,FORTIVE CORP,FTXG.US/USD,Outros
First Trust Nasdaq Food & BE,FIRST TRUST NASDAQ FOOD & BE,FXI.US/USD,Outros
iShares China Large-Cap ETF,ISHARES CHINA LARGE-CAP ETF,G.IT/EUR,Outros
Assicurazioni Generali Spa,ASSICURAZIONI GENERALI SPA,G.US/USD,Outros
GENPACT LTD,GENPACT LTD,GALP.PT/EUR,Outros
Galp Energia SGPS SA,GALP ENERGIA SGPS SA,GAPB.MX/MXN,Outros
Grupo Aeroportuario del Pacific Sab CV,GRUPO AEROPORTUARIO DEL PACIFIC SAB CV,GAS.CMD/USD,Outros
Natural Gas,NATURAL GAS,GAS.ES/EUR,Outros
Gas Natural SDG SA,GAS NATURAL SDG SA,GBP/AED,Outros
Pound Sterling vs UAE Dirham,POUND STERLING VS UAE DIRHAM,GBP/AUD,Outros
Pound Sterling vs Australian Dollar,POUND STERLING VS AUSTRALIAN DOLLAR,GBP/CAD,Outros
Pound Sterling vs Canadian Dollar,POUND STERLING VS CANADIAN DOLLAR,GBP/CHF,Outros
Pound Sterling vs Swiss Franc,POUND STERLING VS SWISS FRANC,GBP/CNH,Outros
Pound Sterling vs Chinese Yuan,POUND STERLING VS CHINESE YUAN,GBP/CZK,Outros
Pound Sterling vs Czech Koruna,POUND STERLING VS CZECH KORUNA,GBP/DKK,Outros
Pound Sterling vs Danish Krone,POUND STERLING VS DANISH KRONE,GBP/HKD,Outros
Pound Sterling vs Hong Kong Dollar,POUND STERLING VS HONG KONG DOLLAR,GBP/HUF,Outros
Pound Sterling vs Hungarian Forint,POUND STERLING VS HUNGARIAN FORINT,GBP/ILS,Outros
Pound Sterling vs Israeli Shekel,POUND STERLING VS ISRAELI SHEKEL,GBP/MXN,Outros
Pound Sterling vs Mexican Peso,POUND STERLING VS MEXICAN PESO,GBP/NOK,Outros
Pound Sterling vs Norwegian Krone,POUND STERLING VS NORWEGIAN KRONE,GBP/NZD,Outros
Pound Sterling vs New Zealand Dollar,POUND STERLING VS NEW ZEALAND DOLLAR,GBP/PLN,Outros
Pound Sterling vs Zloty,POUND STERLING VS ZLOTY,GBP/RON,Outros
Pound Sterling vs Romanian Leu,POUND STERLING VS ROMANIAN LEU,GBP/SAR,Outros
Pound Sterling vs Saudi Riyal,POUND STERLING VS SAUDI RIYAL,GBP/SEK,Outros
Pound Sterling vs Swedish Krona,POUND STERLING VS SWEDISH KRONA,GBP/SGD,Outros
Pound Sterling vs Singapore Dollar,POUND STERLING VS SINGAPORE DOLLAR,GBP/THB,Outros
Pound Sterling vs Thai Baht,POUND STERLING VS THAI BAHT,GBP/TRY,Outros
Pound Sterling vs Turkish Lira,POUND STERLING VS TURKISH LIRA,GBP/ZAR,Outros
Pound Sterling vs Rand,POUND STERLING VS RAND,GBR.IDX/GBP,Outros
FTSE 100 Index,FTSE 100 INDEX,GCARSOA1.MX/MXN,Outros
Grupo Carso Sab De CV,GRUPO CARSO SAB DE CV,GCC.MX/MXN,Outros
Grupo Cementos de Chihuahua,GRUPO CEMENTOS DE CHIHUAHUA,GD.US/USD,Outros
GENERAL DYNAMICS CORP,GENERAL DYNAMICS CORP,GDDY.US/USD,Outros
GODADDY INC - CLASS A,GODADDY INC - CLASS A,GDX.US/USD,Outros
VanEck Vectors Gold Miners ETF,VANECK VECTORS GOLD MINERS ETF,GDXJ.US/USD,Outros
VanEck Vectors Junior Gold Miners ETF,VANECK VECTORS JUNIOR GOLD MINERS ETF,GE.US/USD,Outros
GENERAL ELECTRIC CO,GENERAL ELECTRIC CO,GETIB.SE/SEK,Outros
Getinge AB,GETINGE AB,GFNORTEO.MX/MXN,Outros
Grupo Financiero Banorte O,GRUPO FINANCIERO BANORTE O,GGG.US/USD,Outros
GRACO INC,GRACO INC,GH.US/USD,Outros
GUARDANT HEALTH INC,GUARDANT HEALTH INC,GILD.US/USD,Outros
GILEAD SCIENCES INC,GILEAD SCIENCES INC,GIS.US/USD,Outros
GENERAL MILLS INC,GENERAL MILLS INC,GIVN.CH/CHF,Outros
Givaudan SA,GIVAUDAN SA,GL.US/USD,Outros
GLOBE LIFE INC,GLOBE LIFE INC,GLD.US/USD,Outros
SPDR Gold Shares ETF,SPDR GOLD SHARES ETF,GLE.FR/EUR,Outros
Societe Generale SA,SOCIETE GENERALE SA,GLEN.GB/GBX,Outros
Glencore PLC,GLENCORE PLC,GLGG.GB/GBX,Outros
L&G Clean Water,L&G CLEAN WATER,GLPI.US/USD,Outros
GAMING AND LEISURE PROPERTIE,GAMING AND LEISURE PROPERTIE,GLW.US/USD,Outros
CORNING INC,CORNING INC,GM.US/USD,Outros
GENERAL MOTORS CO,GENERAL MOTORS CO,GMEXICOB.MX/MXN,Outros
Grupo Mexico SAB DE CV SER B,GRUPO MEXICO SAB DE CV SER B,GNRC.US/USD,Outros
GENERAC HOLDINGS INC,GENERAC HOLDINGS INC,GOOG.US/USD,Outros
ALPHABET INC-CL C,ALPHABET INC-CL C,GOOGL.US/USD,Outros
ALPHABET INC-CL A,ALPHABET INC-CL A,GPN.US/USD,Outros
GLOBAL PAYMENTS INC,GLOBAL PAYMENTS INC,GPS.US/USD,Outros
GAP INC/THE,GAP INCTHE,GRF.ES/EUR,Outros
GRIFOLS SA,GRIFOLS SA,GRUMAB.MX/MXN,Outros
Gruma SA BB,GRUMA SA BB,GS.US/USD,Outros
GOLDMAN SACHS GROUP INC,GOLDMAN SACHS GROUP INC,GSK.GB/GBX,Outros
GlaxoSmithKline PLC,GLAXOSMITHKLINE PLC,H.US/USD,Outros
HYATT HOTELS CORP - CL A,HYATT HOTELS CORP - CL A,HAL.US/USD,Outros
HALLIBURTON CO,HALLIBURTON CO,HBI.US/USD,Outros
HANESBRANDS INC,HANESBRANDS INC,HCA.US/USD,Outros
HCA HEALTHCARE INC,HCA HEALTHCARE INC,HCN.US/USD,Outros
WELLTOWER INC,WELLTOWER INC,HCP.US/USD,Outros
HD.US/USD,HD,HOME DEPOT INC,Outros
HEI.DE/EUR,HEI,HeidelbergCement AG,Outros
HEI.US/USD,HEI,HEICO CORP,Outros
HEIA.NL/EUR,HEIA,Heineken NV,Outros
HEN3.DE/EUR,HEN3,Henkel AG & Co KGaA,Outros
HES.US/USD,HES,HFG.DE/EUR,Outros
HELLOFRESH SE,HELLOFRESH SE,HII.US/USD,Outros
HUNTINGTON INGALLS INDUSTRIE,HUNTINGTON INGALLS INDUSTRIE,HIK.GB/GBX,Outros
HIKMA PHARMACEUTICALS PLC,HIKMA PHARMACEUTICALS PLC,HKD/CZK,Outros
Hong Kong Dollar vs Czech Koruna,HONG KONG DOLLAR VS CZECH KORUNA,HKD/HUF,Outros
Hong Kong Dollar vs Hungarian Forint,HONG KONG DOLLAR VS HUNGARIAN FORINT,HKD/JPY,Outros
Hong Kong Dollar vs Yen,HONG KONG DOLLAR VS YEN,HKD/MXN,Outros
Hong Kong Dollar vs Mexican Peso,HONG KONG DOLLAR VS MEXICAN PESO,HKD/THB,Outros
Hong Kong Dollar vs Thai Baht,HONG KONG DOLLAR VS THAI BAHT,HKD/TRY,Outros
Hong Kong Dollar vs Turkish Lira,HONG KONG DOLLAR VS TURKISH LIRA,HKD/ZAR,Outros
Hong Kong Dollar vs Rand,HONG KONG DOLLAR VS RAND,HKG.IDX/HKD,Outros
Hong Kong Index,HONG KONG INDEX,HLMA.GB/GBX,Outros
HALMA PLC,HALMA PLC,HLT.US/USD,Outros
HILTON WORLDWIDE HOLDINGS IN,HILTON WORLDWIDE HOLDINGS IN,HMB.SE/SEK,Outros
Hennes & Mauritz AB,HENNES & MAURITZ AB,HMSO.GB/GBX,Outros
Hammerson PLC,HAMMERSON PLC,HNR.DE/EUR,Outros
Hannover Rueckversicheru-Reg,HANNOVER RUECKVERSICHERU-REG,HO.FR/EUR,Outros
THALES SA,THALES SA,HOG.US/USD,Outros
HARLEY-DAVIDSON INC,HARLEY-DAVIDSON INC,HON.US/USD,Outros
HONEYWELL INTERNATIONAL INC,HONEYWELL INTERNATIONAL INC,HPE.US/USD,Outros
HEWLETT PACKARD ENTERPRISE,HEWLETT PACKARD ENTERPRISE,HPQ.US/USD,Outros
HP INC,HP INC,HSBA.GB/GBX,Outros
HSBC Holdings PLC,HSBC HOLDINGS PLC,HTA.US/USD,Outros
HEALTHCARE TRUST OF AME-CL A,HEALTHCARE TRUST OF AME-CL A,HUBB.US/USD,Outros
HUBBELL INC,HUBBELL INC,HUBS.US/USD,Outros
HUBSPOT INC,HUBSPOT INC,HUM.US/USD,Outros
HUMANA INC,HUMANA INC,HWM.US/USD,Outros
HOWMET AEROSPACE INC,HOWMET AEROSPACE INC,IAG.GB/GBX,Outros
International Consolidated Airlines Grou,INTERNATIONAL CONSOLIDATED AIRLINES GROU,IBB.US/USD,Outros
iShares Nasdaq Biotechnology ETF,ISHARES NASDAQ BIOTECHNOLOGY ETF,IBE.ES/EUR,Outros
Iberdrola SA,IBERDROLA SA,IBKR.US/USD,Outros
INTERACTIVE BROKERS GRO-CL A,INTERACTIVE BROKERS GRO-CL A,IBM.US/USD,Outros
INTL BUSINESS MACHINES CORP,INTL BUSINESS MACHINES CORP,ICE.US/USD,Outros
INTERCONTINENTAL EXCHANGE IN,INTERCONTINENTAL EXCHANGE IN,ICP.GB/GBX,Outros
INTERMEDIATE CAPITAL GROUP,INTERMEDIATE CAPITAL GROUP,IDXX.US/USD,Outros
IDEXX LABORATORIES INC,IDEXX LABORATORIES INC,IEF.US/USD,Outros
iShares 7-10 Year Treasury Bond ETF,ISHARES 7-10 YEAR TREASURY BOND ETF,IEX.US/USD,Outros
IDEX CORP,IDEX CORP,IFX.DE/EUR,Outros
Infineon Technologies AG,INFINEON TECHNOLOGIES AG,IG.IT/EUR,Outros
Italgas Spa,ITALGAS SPA,IGLN.US/USD,Outros
iShares Physical Gold ETC - IGLN,ISHARES PHYSICAL GOLD ETC - IGLN,IHG.GB/GBX,Outros
InterContinental Hotels Group PLC,INTERCONTINENTAL HOTELS GROUP PLC,III.GB/GBX,Outros
3i Group PLC,3I GROUP PLC,IJH.US/USD,Outros
iShares Core S&P Mid-Cap ETF,ISHARES CORE S&P MID-CAP ETF,IJR.US/USD,Outros
iShares Core S&P Small-Cap ETF,ISHARES CORE S&P SMALL-CAP ETF,ILMN.US/USD,Outros
ILLUMINA INC,ILLUMINA INC,ILS/AED,Outros
Israeli Shekel vs UAE Dirham,ISRAELI SHEKEL VS UAE DIRHAM,ILS/CNH,Outros
Israeli Shekel vs Chinese Yuan,ISRAELI SHEKEL VS CHINESE YUAN,ILS/CZK,Outros
Israeli Shekel vs Czech Koruna,ISRAELI SHEKEL VS CZECH KORUNA,ILS/HKD,Outros
Israeli Shekel vs Hong Kong Dollar,ISRAELI SHEKEL VS HONG KONG DOLLAR,ILS/HUF,Outros
Israeli Shekel vs Hungarian Forint,ISRAELI SHEKEL VS HUNGARIAN FORINT,ILS/JPY,Outros
Israeli Shekel vs Yen,ISRAELI SHEKEL VS YEN,ILS/MXN,Outros
Israeli Shekel vs Mexican Peso,ISRAELI SHEKEL VS MEXICAN PESO,ILS/RON,Outros
Israeli Shekel vs Romanian Leu,ISRAELI SHEKEL VS ROMANIAN LEU,ILS/SAR,Outros
Israeli Shekel vs Saudi Riyal,ISRAELI SHEKEL VS SAUDI RIYAL,ILS/THB,Outros
Israeli Shekel vs Thai Baht,ISRAELI SHEKEL VS THAI BAHT,ILS/TRY,Outros
Israeli Shekel vs Turkish Lira,ISRAELI SHEKEL VS TURKISH LIRA,ILS/ZAR,Outros
Israeli Shekel vs Rand,ISRAELI SHEKEL VS RAND,IMT.GB/GBX,Outros
Imperial Brands PLC,IMPERIAL BRANDS PLC,INCY.US/USD,Outros
INCYTE CORP,INCYTE CORP,INGA.NL/EUR,Outros
ING Groep NV,ING GROEP NV,INTC.US/USD,Outros
INTEL CORP,INTEL CORP,INTL.GB/GBX,Outros
