ticker,alias,nome_do_ativo,categoria
Royal Bank of Scotland Group PLC,ROYAL BANK OF SCOTLAND GROUP PLC,RCL.US/USD,Outros
ROYAL CARIBBEAN CRUISES LTD,ROYAL CARIBBEAN CRUISES LTD,RDSA.NL/EUR,Outros
Royal Dutch Shell PLC,ROYAL DUTCH SHELL PLC,RDSB.GB/GBX,Outros
Royal Dutch Shell PLC,ROYAL DUTCH SHELL PLC,RE.US/USD,Outros
EVEREST RE GROUP LTD,EVEREST RE GROUP LTD,REC.IT/EUR,Outros
Salvatore Ferragamo S.p.A.,SALVATORE FERRAGAMO S,REG.US/USD,Outros
REGENCY CENTERS CORP,REGENCY CENTERS CORP,REGN.US/USD,Outros
REGENERON PHARMACEUTICALS,REGENERON PHARMACEUTICALS,REL.GB/GBX,Outros
RELX PLC,RELX PLC,REP.ES/EUR,Outros
Repsol SA,REPSOL SA,RF.US/USD,Outros
REGIONS FINANCIAL CORP,REGIONS FINANCIAL CORP,RGA.US/USD,Outros
REINSURANCE GROUP OF AMERICA,REINSURANCE GROUP OF AMERICA,RGLD.US/USD,Outros
ROYAL GOLD INC,ROYAL GOLD INC,RI.FR/EUR,Outros
Pernod-Ricard SA,PERNOD-RICARD SA,RIO.GB/GBX,Outros
Rio Tinto PLC,RIO TINTO PLC,RJF.US/USD,Outros
RAYMOND JAMES FINANCIAL INC,RAYMOND JAMES FINANCIAL INC,RMD.US/USD,Outros
RESMED INC,RESMED INC,RMS.FR/EUR,Outros
HERMES INTERNATIONAL,HERMES INTERNATIONAL,RMV.GB/GBX,Outros
RIGHTMOVE PLC,RIGHTMOVE PLC,RNG.US/USD,Outros
RINGCENTRAL INC-CLASS A,RINGCENTRAL INC-CLASS A,RNO.FR/EUR,Outros
Renault SA,RENAULT SA,RNR.US/USD,Outros
RENAISSANCERE HOLDINGS LTD,RENAISSANCERE HOLDINGS LTD,ROBO.US/USD,Outros
ROBO Global Robotics and Automation Index ETF,ROBO GLOBAL ROBOTICS AND AUTOMATION INDEX ETF,ROG.CH/CHF,Outros
Roche Holding AG,ROCHE HOLDING AG,ROKU.US/USD,Outros
Roku Inc,ROKU INC,ROL.US/USD,Outros
ROLLINS INC,ROLLINS INC,RON/CNH,Outros
Romanian Leu vs Chinese Yuan,ROMANIAN LEU VS CHINESE YUAN,RON/CZK,Outros
Romanian Leu vs Czech Koruna,ROMANIAN LEU VS CZECH KORUNA,RON/HKD,Outros
Romanian Leu vs Hong Kong Dollar,ROMANIAN LEU VS HONG KONG DOLLAR,RON/HUF,Outros
Romanian Leu vs Hungarian Forint,ROMANIAN LEU VS HUNGARIAN FORINT,RON/JPY,Outros
Romanian Leu vs Yen,ROMANIAN LEU VS YEN,RON/MXN,Outros
Romanian Leu vs Mexican Peso,ROMANIAN LEU VS MEXICAN PESO,RON/THB,Outros
Romanian Leu vs Thai Baht,ROMANIAN LEU VS THAI BAHT,RON/TRY,Outros
Romanian Leu vs Turkish Lira,ROMANIAN LEU VS TURKISH LIRA,RON/ZAR,Outros
Romanian Leu vs Rand,ROMANIAN LEU VS RAND,ROST.US/USD,Outros
ROSS STORES INC,ROSS STORES INC,RPM.US/USD,Outros
RPM INTERNATIONAL INC,RPM INTERNATIONAL INC,RR.GB/GBX,Outros
Rolls-Royce Holdings PLC,ROLLS-ROYCE HOLDINGS PLC,RRC.US/USD,Outros
RANGE RESOURCES CORP,RANGE RESOURCES CORP,RRX.US/USD,Outros
REGAL REXNORD CORP,REGAL REXNORD CORP,RS.US/USD,Outros
RELIANCE STEEL & ALUMINUM,RELIANCE STEEL & ALUMINUM,RTO.GB/GBX,Outros
RENTOKIL INITIAL PLC,RENTOKIL INITIAL PLC,RTX.US/USD,Outros
RAYTHEON TECHNOLOGIES CORP,RAYTHEON TECHNOLOGIES CORP,RWE.DE/EUR,Outros
RWE AG,RWE AG,RY4C.IE/EUR,Outros
Ryanair Holdings Plc,RYANAIR HOLDINGS PLC,SABR.US/USD,Outros
SABRE CORP,SABRE CORP,SAF.FR/EUR,Outros
Safran SA,SAFRAN SA,SAN.ES/EUR,Outros
Banco Santander SA,BANCO SANTANDER SA,SAN.FR/EUR,Outros
Sanofi,SANOFI,SAND.SE/SEK,Outros
Sandvik AB,SANDVIK AB,SAP.DE/EUR,Outros
SAP AG,SAP AG,SAR/CNH,Outros
Saudi Riyal vs Chinese Yuan,SAUDI RIYAL VS CHINESE YUAN,SAR/CZK,Outros
Saudi Riyal vs Czech Koruna,SAUDI RIYAL VS CZECH KORUNA,SAR/HKD,Outros
Saudi Riyal vs Hong Kong Dollar,SAUDI RIYAL VS HONG KONG DOLLAR,SAR/HUF,Outros
Saudi Riyal vs Hungarian Forint,SAUDI RIYAL VS HUNGARIAN FORINT,SAR/JPY,Outros
Saudi Riyal vs Yen,SAUDI RIYAL VS YEN,SAR/MXN,Outros
Saudi Riyal vs Mexican Peso,SAUDI RIYAL VS MEXICAN PESO,SAR/RON,Outros
Saudi Riyal vs Romanian Leu,SAUDI RIYAL VS ROMANIAN LEU,SAR/THB,Outros
Saudi Riyal vs Thai Baht,SAUDI RIYAL VS THAI BAHT,SAR/TRY,Outros
Saudi Riyal vs Turkish Lira,SAUDI RIYAL VS TURKISH LIRA,SAR/ZAR,Outros
Saudi Riyal vs Rand,SAUDI RIYAL VS RAND,SBRY.GB/GBX,Outros
J Sainsbury PLC,J SAINSBURY PLC,SBUX.US/USD,Outros
STARBUCKS CORP,STARBUCKS CORP,SCAB.SE/SEK,Outros
Svenska Cellulosa AB,SVENSKA CELLULOSA AB,SCCO.US/USD,Outros
SOUTHERN COPPER CORP,SOUTHERN COPPER CORP,SCHW.US/USD,Outros
SCHWAB (CHARLES) CORP,SCHWAB (CHARLES) CORP,SCI.US/USD,Outros
SERVICE CORP INTERNATIONAL,SERVICE CORP INTERNATIONAL,SCMN.CH/CHF,Outros
Swisscom AG,SWISSCOM AG,SDF.DE/EUR,Outros
K+S AG,K+S AG,SDR.GB/GBX,Outros
Schroders PLC,SCHRODERS PLC,SEBA.SE/SEK,Outros
Skandinaviska Enskilda Banken AB,SKANDINAVISKA ENSKILDA BANKEN AB,SECUB.SE/SEK,Outros
Securitas AB,SECURITAS AB,SEDG.US/USD,Outros
SOLAREDGE TECHNOLOGIES INC,SOLAREDGE TECHNOLOGIES INC,SEIC.US/USD,Outros
SEI INVESTMENTS COMPANY,SEI INVESTMENTS COMPANY,SEK/AED,Outros
Swedish Krona vs UAE Dirham,SWEDISH KRONA VS UAE DIRHAM,SEK/CNH,Outros
Swedish Krona vs Chinese Yuan,SWEDISH KRONA VS CHINESE YUAN,SEK/CZK,Outros
Swedish Krona vs Czech Koruna,SWEDISH KRONA VS CZECH KORUNA,SEK/DKK,Outros
Swedish Krona vs Danish Krone,SWEDISH KRONA VS DANISH KRONE,SEK/HKD,Outros
Swedish Krona vs Hong Kong Dollar,SWEDISH KRONA VS HONG KONG DOLLAR,SEK/HUF,Outros
Swedish Krona vs Hungarian Forint,SWEDISH KRONA VS HUNGARIAN FORINT,SEK/ILS,Outros
Swedish Krona vs Israeli Shekel,SWEDISH KRONA VS ISRAELI SHEKEL,SEK/JPY,Outros
Swedish Krona vs Yen,SWEDISH KRONA VS YEN,SEK/MXN,Outros
Swedish Krona vs Mexican Peso,SWEDISH KRONA VS MEXICAN PESO,SEK/RON,Outros
Swedish Krona vs Romanian Leu,SWEDISH KRONA VS ROMANIAN LEU,SEK/SAR,Outros
Swedish Krona vs Saudi Riyal,SWEDISH KRONA VS SAUDI RIYAL,SEK/THB,Outros
Swedish Krona vs Thai Baht,SWEDISH KRONA VS THAI BAHT,SEK/TRY,Outros
Swedish Krona vs Turkish Lira,SWEDISH KRONA VS TURKISH LIRA,SEK/ZAR,Outros
Swedish Krona vs Rand,SWEDISH KRONA VS RAND,SEMI.GB/GBP,Outros
iShares MSCI Global Semiconductors UCITS ETF (London),ISHARES MSCI GLOBAL SEMICONDUCTORS UCITS ETF (LONDON),SFER.IT/EUR,Outros
Salvatore Ferragamo S.p.A.,SALVATORE FERRAGAMO S,SFM.US/USD,Outros
SPROUTS FARMERS MARKET INC,SPROUTS FARMERS MARKET INC,SGD.IDX/SGD,Outros
Singapore Blue Chip Cash Index,SINGAPORE BLUE CHIP CASH INDEX,SGD/AED,Outros
Singapore Dollar vs UAE Dirham,SINGAPORE DOLLAR VS UAE DIRHAM,SGD/CNH,Outros
Singapore Dollar vs Chinese Yuan,SINGAPORE DOLLAR VS CHINESE YUAN,SGD/CZK,Outros
Singapore Dollar vs Czech Koruna,SINGAPORE DOLLAR VS CZECH KORUNA,SGD/DKK,Outros
Singapore Dollar vs Danish Krone,SINGAPORE DOLLAR VS DANISH KRONE,SGD/HKD,Outros
Singapore Dollar vs Hong Kong Dollar,SINGAPORE DOLLAR VS HONG KONG DOLLAR,SGD/HUF,Outros
Singapore Dollar vs Hungarian Forint,SINGAPORE DOLLAR VS HUNGARIAN FORINT,SGD/ILS,Outros
Singapore Dollar vs Israeli Shekel,SINGAPORE DOLLAR VS ISRAELI SHEKEL,SGD/JPY,Outros
Singapore Dollar vs Yen,SINGAPORE DOLLAR VS YEN,SGD/MXN,Outros
Singapore Dollar vs Mexican Peso,SINGAPORE DOLLAR VS MEXICAN PESO,SGD/NOK,Outros
Singapore Dollar vs Norwegian Krone,SINGAPORE DOLLAR VS NORWEGIAN KRONE,SGD/PLN,Outros
Singapore Dollar vs Zloty,SINGAPORE DOLLAR VS ZLOTY,SGD/RON,Outros
Singapore Dollar vs Romanian Leu,SINGAPORE DOLLAR VS ROMANIAN LEU,SGD/SAR,Outros
Singapore Dollar vs Saudi Riyal,SINGAPORE DOLLAR VS SAUDI RIYAL,SGD/SEK,Outros
Singapore Dollar vs Swedish Krona,SINGAPORE DOLLAR VS SWEDISH KRONA,SGD/THB,Outros
Singapore Dollar vs Thai Baht,SINGAPORE DOLLAR VS THAI BAHT,SGD/TRY,Outros
Singapore Dollar vs Turkish Lira,SINGAPORE DOLLAR VS TURKISH LIRA,SGD/ZAR,Outros
Singapore Dollar vs Rand,SINGAPORE DOLLAR VS RAND,SGE.GB/GBX,Outros
Sage Group PLC/The,SAGE GROUP PLCTHE,SGLD.US/USD,Outros
Invesco Physical Gold ETC,INVESCO PHYSICAL GOLD ETC,SGO.FR/EUR,Outros
Cie de St-Gobain,CIE DE ST-GOBAIN,SGRO.GB/GBX,Outros
SEGRO PLC,SEGRO PLC,SGSN.CH/CHF,Outros
SGS SA,SGS SA,SHW.US/USD,Outros
SHERWIN-WILLIAMS CO/THE,SHERWIN-WILLIAMS COTHE,SIE.DE/EUR,Outros
Siemens AG,SIEMENS AG,SJM.US/USD,Outros
JM SMUCKER CO/THE,JM SMUCKER COTHE,SKAB.SE/SEK,Outros
Skanska AB,SKANSKA AB,SKFB.SE/SEK,Outros
SKF AB,SKF AB,SLA.GB/GBX,Outros
Standard Life Aberdeen Plc,STANDARD LIFE ABERDEEN PLC,SLB.US/USD,Outros
SCHLUMBERGER LTD,SCHLUMBERGER LTD,SLHN.CH/CHF,Outros
Swiss Life Holding AG,SWISS LIFE HOLDING AG,SLM.US/USD,Outros
SLM CORP,SLM CORP,SLV.US/USD,Outros
iShares Silver Trust ETF,ISHARES SILVER TRUST ETF,SMDS.GB/GBX,Outros
SMH.US/USD,SMH,VanEck Semiconductors UCITS ETF,Outros
SMIN.GB/GBX,SMIN,Smiths Group PLC,Outros
SMT.GB/GBX,SMT,SCOTTISH MORTGAGE INV TR PLC,Outros
SMTC.US/USD,SMTC,USD Deposit Interest Rates vs US Dollar,Outros
SN.GB/GBX,SN,Smith & Nephew PLC,Outros
SNAP.US/USD,SNAP,SNAP Inc.,Outros
SNOW.US/USD,SNOW,Snowflake Inc. (Class A),Outros
SNPS.US/USD,SNPS,SYNOPSYS INC,Outros
SO.US/USD,SO,SOUTHERN CO/THE,Outros
SOA.IDX/ZAR,SOA,South Africa 40 Index,Outros
SOLB.BE/EUR,SOLB,Solvay SA,Outros
SOON.CH/CHF,SOON,Sonova Holding AG,Outros
SOYBEAN.CMD/USX,SOYBEAN,Soybean,Outros
SPG.US/USD,SPG,SIMON PROPERTY GROUP INC,Outros
SPGI.US/USD,SPGI,S&P GLOBAL INC,Outros
SPM.IT/EUR,SPM,SAIPEM Spa,Outros
SPOT.US/USD,SPOT,SPOTIFY TECHNOLOGY SA,Outros
SPR.US/USD,SPR,SPIRIT AEROSYSTEMS HOLD-CL A,Outros
SPX.GB/GBX,SPX,SPIRAX-SARCO ENGINEERING PLC,Outros
SPY.US/USD,SPY,SPDR S&P 500 ETF,Outros
SQ.US/USD,SQ,Square Inc,Outros
SREN.CH/CHF,SREN,Swiss Re AG,Outros
SRG.IT/EUR,SRG,Snam Spa,Outros
SRPT.US/USD,SRPT,SAREPTA THERAPEUTICS INC,Outros
SRT.DE/EUR,SRT,Sartorius AG,Outros
SSE.GB/GBX,SSE,SSE PLC,Outros
SSNC.US/USD,SSNC,SS&C TECHNOLOGIES HOLDINGS,Outros
STAN.GB/GBX,STAN,Standard Chartered PLC,Outros
STE.US/USD,STE,STERIS PLC,Outros
STERV.FI/EUR,STERV,Stora Enso OYJ,Outros
STJ.GB/GBX,STJ,ST JAMES'S PLACE PLC,Outros
STL.NO/NOK,STL,Statoil ASA,Outros
STM.IT/EUR,STM,STMicroelectronics NV,Outros
STT.US/USD,STT,STATE STREET CORP,Outros
STZ.US/USD,STZ,CONSTELLATION BRANDS INC-A,Outros
SU.FR/EUR,SU,Schneider Electric SA,Outros
SUAS.GB/USD,SUAS,iShares Sust MSCI USA SRI,Outros
SUGAR.CMD/USD,SUGAR,Sugar White,Outros
SUI.US/USD,SUI,SUN COMMUNITIES INC,Outros
SUSM.GB/USD,SUSM,iShares MSCI EM SRI UCITS ETF,Outros
SUUS.GB/GBX,SUUS,iShares MSCI USA SRI UCITS ETF,Outros
SVT.GB/GBX,SVT,Severn Trent PLC,Outros
SW.FR/EUR,SW,SODEXO SA,Outros
SWEDA.SE/SEK,SWEDA,Swedbank AB,Outros
SWK.US/USD,SWK,STANLEY BLACK & DECKER INC,Outros
SWKS.US/USD,SWKS,SKYWORKS SOLUTIONS INC,Outros
SY1.DE/EUR,SY1,SYMRISE AG,Outros
SYF.US/USD,SYF,SYNCHRONY FINANCIAL,Outros
SYK.US/USD,SYK,STRYKER CORP,Outros
SYY.US/USD,SYY,SYSCO CORP,Outros
T.US/USD,T,AT&T INC,Outros
TAP.US/USD,TAP,MOLSON COORS BREWING CO -B,Outros
TATE.GB/GBX,TATE,Tate & Lyle PLC,Outros
TDG.US/USD,TDG,TRANSDIGM GROUP INC,Outros
TDY.US/USD,TDY,TELEDYNE TECHNOLOGIES INC,Outros
TEAM.US/USD,TEAM,ATLASSIAN CORP PLC-CLASS A,Outros
TECDAXE.DE/EUR,TECDAXE,iShares TecDAX UCITS DE ETF,Outros
TECH.US/USD,TECH,BIO-TECHNE CORP,Outros
TEF.ES/EUR,TEF,Telefonica SA,Outros
TEL.NO/NOK,TEL,Telenor ASA,Outros
TEL.US/USD,TEL,TE CONNECTIVITY LTD,Outros
TEL2B.SE/SEK,TEL2B,Tele2 AB,Outros
TEMN.CH/CHF,TEMN,Temenos Group AG,Outros
TEN.IT/EUR,TEN,Tenaris SA,Outros
TEVA.US/USD,TEVA,TEVA PHARMACEUTICAL-SP ADR,Outros
TFC.US/USD,TFC,TRUIST FINANCIAL CORP,Outros
TFX.US/USD,TFX,TELEFLEX INC,Outros
TGT.US/USD,TGT,TARGET CORP,Outros
THB/HUF,THBHUF,Thai Baht vs Hungarian Forint,Outros
THB/JPY,THBJPY,Thai Baht vs Yen,Outros
TIT.IT/EUR,TIT,Telecom Italia Spa,Outros
TJX.US/USD,TJX,TJX COMPANIES INC,Outros
TKA.DE/EUR,TKA,ThyssenKrupp AG,Outros
TLS1V.FI/EUR,TLS1V,Telia Company AB,Outros
TLSN.SE/SEK,TLSN,Telia Company AB,Outros
TLT.US/USD,TLT,iShares 20+ Year Treasury Bond ETF,Outros
TLW.GB/GBX,TLW,Tullow Oil PLC,Outros
TMO.US/USD,TMO,THERMO FISHER SCIENTIFIC INC,Outros
TMUS.US/USD,TMUS,T-MOBILE US INC,Outros
TOL.US/USD,TOL,TOLL BROTHERS INC,Outros
TPK.GB/GBX,TPK,Travis Perkins PLC,Outros
TPR.US/USD,TPR,TAPESTRY INC,Outros
TPX.US/USD,TPX,TEMPUR SEALY INTERNATIONAL I,Outros
TRGP.US/USD,TRGP,TARGA RESOURCES CORP,Outros
TRMB.US/USD,TRMB,TRIMBLE INC,Outros
TRN.IT/EUR,TRN,Terna Spa,Outros
TROW.US/USD,TROW,T ROWE PRICE GROUP INC,Outros
TRU.US/USD,TRU,TRANSUNION,Outros
TRV.US/USD,TRV,TRAVELERS COS INC/THE,Outros
TRX/USD,TRXUSD,TRON vs US Dollar,Outros
TRY/HUF,TRYHUF,Turkish Lira vs Hungarian Forint,Outros
TRY/JPY,TRYJPY,Turkish Lira vs Yen,Outros
TRY/THB,TRYTHB,Turkish Lira vs Thai Baht,Outros
TSCO.GB/GBX,TSCO,Tesco PLC,Outros
TSLA.US/USD,TSLA,TESLA MOTORS INC,Outros
TSM.US/USD,TSM,Taiwan Semiconductor Manufacturing Company Limited,Outros
TSN.US/USD,TSN,TYSON FOODS INC-CL A,Outros
TT.US/USD,TT,TRANE TECHNOLOGIES PLC,Outros
TTD.US/USD,TTD,TRADE DESK INC/THE -CLASS A,Outros
TTWO.US/USD,TTWO,TAKE-TWO INTERACTIVE SOFTWRE,Outros
TUI1.DE/EUR,TUI1,TUI AG,Outros
TW.GB/GBX,TW,TAYLOR WIMPEY PLC,Outros
TWLO.US/USD,TWLO,TWILIO INC - A,Outros
TXN.US/USD,TXN,TEXAS INSTRUMENTS INC,Outros
TYL.US/USD,TYL,TYLER TECHNOLOGIES INC,Outros
UA.US/USD,UA,UNDER ARMOUR INC-CLASS C,Outros
UAA.US/USD,UAA,UNDER ARMOUR INC-CLASS A,Outros
UAL.US/USD,UAL,UNITED AIRLINES HOLDINGS INC,Outros
UBER.US/USD,UBER,Uber Technologies Inc.,Outros
UBSG.CH/CHF,UBSG,UBS Group AG,Outros
UCB.BE/EUR,UCB,UCB SA,Outros
UCG.IT/EUR,UCG,UniCredit Spa,Outros
UDR.US/USD,UDR,UDR INC,Outros
UG.FR/EUR,UG,UGI.US/USD,Outros
UGI CORP,UGI CORP,UHR.CH/CHF,Outros
Swatch Group AG/The,SWATCH GROUP AGTHE,UHRN.CH/CHF,Outros
Swatch Group AG (The Registered),SWATCH GROUP AG (THE REGISTERED),UHS.US/USD,Outros
UNIVERSAL HEALTH SERVICES-B,UNIVERSAL HEALTH SERVICES-B,UKGILT.TR/GBP,Outros
UK Long Gilt,UK LONG GILT,ULTA.US/USD,Outros
ULTA SALON COSMETICS & FRAGR,ULTA SALON COSMETICS & FRAGR,ULVR.GB/GBX,Outros
Unilever PLC,UNILEVER PLC,UMI.BE/EUR,Outros
Umicore SA,UMICORE SA,UNA.NL/EUR,Outros
UNH.US/USD,UNH,UNITEDHEALTH GROUP INC,Outros
UNI/USD,UNIUSD,Uniswap vs US Dollar,Outros
UNP.US/USD,UNP,UNION PACIFIC CORP,Outros
UPS.US/USD,UPS,UNITED PARCEL SERVICE-CL B,Outros
URI.US/USD,URI,UNITED RENTALS INC,Outros
USA30.IDX/USD,USA30,US 30 Index,Outros
USA500.IDX/USD,USA500,US 500 Index,Outros
USATECH.IDX/USD,USATECH,US 100 Tech Index,Outros
USB.US/USD,USB,US BANCORP,Outros
USD/CAD,USDCAD,US Dollar vs Canadian Dollar,Outros
USD/CNH,USDCNH,US Dollar vs Chinese Yuan,Outros
USD/CZK,USDCZK,US Dollar vs Czech Koruna,Outros
USD/DKK,USDDKK,US Dollar vs Danish Krone,Outros
USD/HKD,USDHKD,US Dollar vs Hong Kong Dollar,Outros
USD/HUF,USDHUF,US Dollar vs Hungarian Forint,Outros
USD/ILS,USDILS,US Dollar vs Israeli Shekel,Outros
USD/MXN,USDMXN,US Dollar vs Mexican Peso,Outros
USD/NOK,USDNOK,US Dollar vs Norwegian Krone,Outros
USD/PLN,USDPLN,US Dollar vs Zloty,Outros
USD/RON,USDRON,US Dollar vs Romanian Leu,Outros
USD/SEK,USDSEK,US Dollar vs Swedish Krona,Outros
USD/SGD,USDSGD,US Dollar vs Singapore Dollar,Outros
USD/THB,USDTHB,US Dollar vs Thai Baht,Outros
USD/TRY,USDTRY,US Dollar vs Turkish Lira,Outros
USD/ZAR,USDZAR,US Dollar vs Rand,Outros
USFD.US/USD,USFD,US FOODS HOLDING CORP,Outros
USO.US/USD,USO,United States Oil,Outros
USSC2000.IDX/USD,USSC2000,US Small Cap 2000,Outros
USTBOND.TR/USD,USTBOND,US T-Bond,Outros
UTHR.US/USD,UTHR,UNITED THERAPEUTICS CORP,Outros
UU.GB/GBX,UU,United Utilities Group PLC,Outros
V.US/USD,V,VISA INC-CLASS A SHARES,Outros
VALE.US/USD,VALE,Vale S.A.,Outros
VDE.US/USD,VDE,Vanguard Energy ETF,Outros
VEA.US/USD,VEA,Vanguard FTSE Developed Markets ETF,Outros
VEEV.US/USD,VEEV,VEEVA SYSTEMS INC-CLASS A,Outros
VFC.US/USD,VFC,VF CORP,Outros
VGK.US/USD,VGK,Vanguard FTSE Europe ETF,Outros
VICI.US/USD,VICI,VICI PROPERTIES INC,Outros
VIE.FR/EUR,VIE,Veolia Environnement SA,Outros
VIRT.US/USD,VIRT,VIRTU FINANCIAL INC-CLASS A,Outros
VIS.ES/EUR,VIS,Viscofan SA,Outros
VIV.FR/EUR,VIV,Vivendi SA,Outros
VK.FR/EUR,VK,Vallourec SA,Outros
VLO.US/USD,VLO,VALERO ENERGY CORP,Outros
VNA.DE/EUR,VNA,Vonovia SE,Outros
VNQ.US/USD,VNQ,Vanguard REIT ETF,Outros
VOD.GB/GBX,VOD,Vodafone Group PLC,Outros
VOE.AT/EUR,VOE,Voestalpine AG,Outros
VOL.IDX/USD,VOL,Volatility Index,Outros
VOLARA.MX/MXN,VOLARA,Controladora Vuela Comp de Aviacion,Outros
VOLVB.SE/SEK,VOLVB,Volvo AB,Outros
VOW3.DE/EUR,VOW3,Volkswagen AG,Outros
VPK.NL/EUR,VPK,Koninklijke Vopak NV,Outros
VRTX.US/USD,VRTX,VERTEX PHARMACEUTICALS INC,Outros
VST.US/USD,VST,VISTRA CORP,Outros
VTRS.US/USD,VTRS,VIATRIS INC,Outros
VUKG.GB/GBP,VUKG,Vanguard FTSE 1000 UCITS ETF,Outros
VWRP.GB/GBP,VWRP,Vanguard FTSE All-World UCITS ETF,Outros
VWS.DK/DKK,VWS,Vestas Wind Systems A/S,Outros
VXX.US/USD,VXX,iPath S&P 500 VIX B SERIES CFD,Outros
VZ.US/USD,VZ,VERIZON COMMUNICATIONS INC,Outros
W.US/USD,W,WAYFAIR INC- CLASS A,Outros
WAB.US/USD,WAB,WABTEC CORP,Outros
WAL.US/USD,WAL,WESTERN ALLIANCE BANCORP,Outros
WALMEX.MX/MXN,WALMEX,Walmart De Mexico SAB,Outros
WBA.US/USD,WBA,WBD.IT/EUR,Outros
WeBuild Spa,WEBUILD SPA,WBS.US/USD,Outros
WEBSTER FINANCIAL CORP,WEBSTER FINANCIAL CORP,WDAY.US/USD,Outros
WORKDAY INC-CLASS A,WORKDAY INC-CLASS A,WDC.US/USD,Outros
WESTERN DIGITAL CORP,WESTERN DIGITAL CORP,WEIR.GB/GBX,Outros
Weir Group PLC/The,WEIR GROUP PLCTHE,WEN.US/USD,Outros
WENDY'S CO/THE,WENDY'S COTHE,WEX.US/USD,Outros
WEX INC,WEX INC,WFC.US/USD,Outros
WELLS FARGO & CO,WELLS FARGO & CO,WH.US/USD,Outros
WYNDHAM HOTELS & RESORTS INC,WYNDHAM HOTELS & RESORTS INC,WHR.US/USD,Outros
WHIRLPOOL CORP,WHIRLPOOL CORP,WKL.NL/EUR,Outros
Wolters Kluwer NV,WOLTERS KLUWER NV,WLK.US/USD,Outros
WESTLAKE CORP,WESTLAKE CORP,WMT.US/USD,Outros
WAL-MART STORES INC,WAL-MART STORES INC,WOS.GB/GBX,Outros
Wolseley PLC,WOLSELEY PLC,WPC.US/USD,Outros
WP CAREY INC,WP CAREY INC,WPP.GB/GBX,Outros
WPP PLC,WPP PLC,WRB.US/USD,Outros
WR BERKLEY CORP,WR BERKLEY CORP,WSM.US/USD,Outros
WILLIAMS-SONOMA INC,WILLIAMS-SONOMA INC,WSML.GB/USD,Outros
Ishares III PLC - Ishares Msci World Small Cap UCITS ETF,ISHARES III PLC - ISHARES MSCI WORLD SMALL CAP UCITS ETF,WSO.US/USD,Outros
WATSCO INC,WATSCO INC,WST.US/USD,Outros
WEST PHARMACEUTICAL SERVICES,WEST PHARMACEUTICAL SERVICES,WTAI.US/USD,Outros
WisdomTree Artificial Intelligence UCITS ETF - USD Acc,WISDOMTREE ARTIFICIAL INTELLIGENCE UCITS ETF - USD ACC,WTB.GB/GBX,Outros
Whitbread PLC,WHITBREAD PLC,WTRG.US/USD,Outros
ESSENTIAL UTILITIES INC,ESSENTIAL UTILITIES INC,WTW.US/USD,Outros
WILLIS TOWERS WATSON PLC,WILLIS TOWERS WATSON PLC,WWD.US/USD,Outros
WOODWARD INC,WOODWARD INC,WYNN.US/USD,Outros
WYNN RESORTS LTD,WYNN RESORTS LTD,X.US/USD,Outros
XAG/AED,XAGAED,Silver vs UAE Dirham,Outros
XAG/AUD,XAGAUD,Silver vs Australian Dollar,Outros
XAG/CAD,XAGCAD,Silver vs Canadian Dollar,Outros
XAG/CHF,XAGCHF,Silver vs Swiss Franc,Outros
XAG/CNH,XAGCNH,Silver vs Chinese Yuan,Outros
XAG/CZK,XAGCZK,Silver vs Czech Koruna,Outros
XAG/DKK,XAGDKK,Silver vs Danish Krone,Outros
XAG/EUR,XAGEUR,Silver vs Euro,Outros
XAG/GBP,XAGGBP,Silver vs Pound Sterling,Outros
XAG/HKD,XAGHKD,Silver vs Hong Kong Dollar,Outros
XAG/HUF,XAGHUF,Silver vs Hungarian Forint,Outros
XAG/ILS,XAGILS,Silver vs Israeli Shekel,Outros
XAG/JPY,XAGJPY,Silver vs Yen,Outros
XAG/MXN,XAGMXN,Silver vs Mexican Peso,Outros
XAG/NOK,XAGNOK,Silver vs Norwegian Krone,Outros
XAG/NZD,XAGNZD,Silver vs New Zealand Dollar,Outros
XAG/PLN,XAGPLN,Silver vs Zloty,Outros
XAG/RON,XAGRON,Silver vs Romanian Leu,Outros
XAG/SAR,XAGSAR,Silver vs Saudi Riyal,Outros
XAG/SEK,XAGSEK,Silver vs Swedish Krona,Outros
XAG/SGD,XAGSGD,Silver vs Singapore Dollar,Outros
XAG/THB,XAGTHB,Silver vs Thai Baht,Outros
XAG/TRY,XAGTRY,Silver vs Turkish Lira,Outros
XAG/ZAR,XAGZAR,Silver vs Rand,Outros
XAU/AED,XAUAED,Gold vs UAE Dirham,Outros
XAU/AUD,XAUAUD,Gold vs Australian Dollar,Outros
XAU/CAD,XAUCAD,Gold vs Canadian Dollar,Outros
XAU/CHF,XAUCHF,Gold vs Swiss Franc,Outros
XAU/CNH,XAUCNH,Gold vs Chinese Yuan,Outros
XAU/CZK,XAUCZK,Gold vs Czech Koruna,Outros
XAU/DKK,XAUDKK,Gold vs Danish Krone,Outros
XAU/EUR,XAUEUR,Gold vs Euro,Outros
XAU/GBP,XAUGBP,Gold vs Pound Sterling,Outros
XAU/HKD,XAUHKD,Gold vs Hong Kong Dollar,Outros
XAU/HUF,XAUHUF,Gold vs Hungarian Forint,Outros
XAU/ILS,XAUILS,Gold vs Israeli Shekel,Outros
XAU/JPY,XAUJPY,Gold vs Yen,Outros
